	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	Results.BasalvsLP	Results.BasalvsML	Results.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
80908	-3.74261567367272	-2.68046360395296	-4.08464931053286	-1.40418570657989	-2.06574054896595	-3.92093742155017	-0.565362048967913	0.0364460392525678	0.00209905108220873	0.297959763776263	0	-1	0	80908	Abo	chr2
20935	5.01896741772603	0.546109439807417	0.786378384534408	0.240268944726991	0	0	0	0.983155978743499	0.867888029714606	0.998993873007358	0	0	0	20935	Surf6	chr2
20933	6.322531517401	0.252365619618246	0.270114520005555	0.0177489003873088	0	0	0	0.999741860558199	0.999696787869665	0.999994624777635	0	0	0	20933	Med22	chr2
27176	7.11062620982992	-0.316240408221802	-0.0483152108245894	0.267925197397212	0	0	0	0.999755159322107	0.999987755973006	0.999911357239129	0	0	0	27176	Rpl7a	chr2
20930	4.73804318036463	-0.497948921926155	-0.546387435135511	-0.0484385132093559	0	0	0	0.99357003227616	0.990151740301833	0.999954508885878	0	0	0	20930	Surf1	chr2
20931	4.41772108095467	1.04905779977926	0.94056565803466	-0.108492141744603	0.395783115114371	0	0	0.351081032626034	0.681905744088633	0.999973944367972	0	0	0	20931	Surf2	chr2
20932	8.26336142395699	-0.374795648381271	-0.173591071007577	0.201204577373694	0	0	0	0.999207319715966	0.999881958536189	0.999914751290125	0	0	0	20932	Surf4	chr2
279029	-0.545964511706026	-2.09643073789539	-0.741245503036566	1.35518523485883	-3.46158988758764	0	1.19974430046426	0.00399036395964476	0.771089365926231	0.131563749437088	-1	0	0	279029	Stkld1	chr2
227656	5.18216071880099	-0.266294101500407	-0.0297221482189336	0.236571953281473	0	0	0	0.999742638935537	0.999987104504059	0.999863489603468	0	0	0	227656	Rexo4	chr2
279028	-0.820757064096718	-5.08478445548368	-3.47193557114774	1.61284888433594	-6.78494048301235	-3.98736493127906	1.39917160144494	5.94770904349124e-05	0.00187035775618641	0.0989947079210457	-1	-1	0	279028	Adamts13	chr2
381356	4.95344353247786	-0.714362050553306	-0.890029343421123	-0.175667292867817	0	0	0	0.981708157167077	0.819821350170042	0.999978662362844	0	0	0	381356	Cacfd1	chr2
227659	-0.735232923902821	0.0242419942152671	1.16838518925331	1.14414319503804	0	0.503056058163573	0.437865858093737	0.998494273423089	0.314025354720044	0.3363574920159	0	0	0	227659	Slc2a6	chr2
77794	-2.0959311842309	1.1037765264484	1.80118417504987	0.697407648601475	0.190943977685191	1.44992350840669	0	0.428731166203912	0.0921658408687968	0.705003159660058	0	0	0	77794	Adamtsl2	chr2
192166	4.31587327520019	1.2539052116235	1.99942947176456	0.745524260141062	1.49303219319737	5.70514792382216	0	0.0860645104406976	0.00019128718573649	0.91020075581112	0	1	0	192166	Sardh	chr2
22325	5.53018704846536	-0.7451588052746	-0.08732932409408	0.65782948118052	0	0	0	0.930661747814152	0.99988275225625	0.976452526393297	0	0	0	22325	Vav2	chr2
100504116	-1.05389618234945	1.4838542251469	0.498891335899155	-0.984962889247746	0.734387679194861	0	0	0.243904509969495	0.804648134779999	0.516421847442361	0	0	0	100504116	Brd3os	chr2
67382	5.76064652521088	0.716731645826115	0.520130000228678	-0.196601645597436	0	0	0	0.942884153716026	0.992060754329778	0.999710315624285	0	0	0	67382	Brd3	chr2
140858	6.12068338952714	-0.0303451570812054	0.238781925524904	0.26912708260611	0	0	0	0.999991536470546	0.99987112887631	0.999890734444427	0	0	0	140858	Wdr5	chr2
20181	6.68883771926772	0.194166905903375	0.176728239365112	-0.0174386665382622	0	0	0	0.999393883138524	0.999476368162938	0.999977457066313	0	0	0	20181	Rxra	chr2
12831	5.08873249503519	2.80301273662922	4.39930570698903	1.59629297035981	3.34427617662863	5.93890983905711	1.08188126623115	0.00480692902203535	0.000149968604027264	0.155414584054302	1	1	0	12831	Col5a1	chr2
56177	2.85098328231956	2.02505480122445	0.812526734681573	-1.21252806654288	4.10025791126207	0	-0.861109161975209	0.00156088955428175	0.789300988512481	0.206588509943066	1	0	0	56177	Olfm1	chr2
241289	3.55817080929177	-0.346671848917685	-0.185327292412583	0.161344556505101	0	0	0	0.985728148998763	0.995527240141125	0.996850355446296	0	0	0	241289	Ppp1r26	chr2
69327	-1.10840475070801	2.1203111938768	0.956618934201828	-1.16369225967497	2.62936104802555	0	-0.385932801368204	0.0145696210920777	0.544671403071275	0.354988867218249	0	0	0	69327	Pierce1	chr2
118451	4.34821072664361	-0.068182438744814	0.000189621600924283	0.0683720603457383	0	0	0	0.999949574940461	0.999999877624423	0.999961172624686	0	0	0	118451	Mrps2	chr2
227671	-2.75279103678992	-3.4229195243937	-2.21815967432856	1.20475985006514	-4.66370682246182	-2.27812419663407	0.463063164492031	0.000726269384445395	0.0255419458508767	0.32802831523176	-1	0	0	227671	Gbgt1	chr2
19730	9.66257133891712	0.0766307293544681	0.0314570564034842	-0.045173672950984	0	0	0	0.999832803698002	0.999931860591118	0.999947954498096	0	0	0	19730	Ralgds	chr2
12613	4.13573729331808	-5.65880901874538	-4.62720802163637	1.03160099710901	-12.3987548043708	-9.60916591966243	0.11912384589666	5.92510925643974e-07	4.29867041186224e-06	0.454016720064518	-1	-1	0	12613	Cel	chr2
70239	5.59409995636448	-1.15877322142042	-0.977607122199834	0.181166099220587	-1.15717115328376	0	0	0.139577440165431	0.562931107993734	0.999920234573001	0	0	0	70239	Gtf3c5	chr2
64930	5.76288428489494	-1.12463240306393	-0.765220648455553	0.359411754608372	-1.03131881135353	0	0	0.165633275779802	0.956766237273103	0.999803382838143	0	0	0	64930	Tsc1	chr2
269252	6.16987328803868	0.374828881051484	0.580522718297066	0.205693837245582	0	0	0	0.99926567122609	0.993242834642104	0.999907813571546	0	0	0	269252	Gtf3c4	chr2
227674	3.45990143032698	0.0678409900842807	-0.0386543795589489	-0.10649536964323	0	0	0	0.999871089488511	0.999940210388691	0.999825591085029	0	0	0	227674	Ddx31	chr2
329375	-2.31308534180206	0.451746565931238	0.698089839741987	0.246343273810749	0	0	0	0.889750864802757	0.755495496875184	0.953564939995378	0	0	0	329375	Cfap77	chr2
22130	4.12115779348978	-0.772042464395584	-1.374360340832	-0.602317876436419	0	-2.68502584420723	0	0.924560432500248	0.0133095450392403	0.992238034918994	0	0	0	22130	Ttf1	chr2
269254	6.62640048389704	-0.335898311023861	-0.732916539806664	-0.397018228782803	0	0	0	0.99969819200981	0.968098281872929	0.999636043456225	0	0	0	269254	Setx	chr2
171171	-0.581459855350495	6.17386415981122	6.82064135851352	0.646777198702294	12.8047242963562	14.0804658861196	0	4.64629635669135e-07	2.20573197944732e-07	0.766761574451977	1	1	0	171171	Ntng2	chr2
76220	-0.262718072623005	6.05734460919473	6.14405333821792	0.0867087290231865	10.5527848903127	11.5098933603253	0	2.15103210733585e-06	1.08643386755795e-06	0.975501711074852	1	1	0	76220	6530402F18Rik	chr2
68975	3.44635569194137	0.631939386858456	0.488137440385672	-0.143801946472783	0	0	0	0.959411605697402	0.989586455576214	0.999398576645231	0	0	0	68975	Med27	chr2
107746	6.91551804659136	0.352108594947562	0.474853704275487	0.122745109327925	0	0	0	0.999200915038459	0.997235301010198	0.999949574670309	0	0	0	107746	Rapgef1	chr2
433416	-1.38979191904575	-0.616821191666784	-0.835168850827378	-0.218347659160594	0	0	0	0.7659366035997	0.626049412826545	0.945510365199174	0	0	0	433416	Gm13547	chr2
227682	3.20871633176911	0.027754208916186	-0.544365861715575	-0.572120070631761	0	0	0	0.999761616564309	0.974023220398365	0.96784128756834	0	0	0	227682	Trub2	chr2
227683	3.3654506779339	0.0865215664865886	-0.408663543531589	-0.495185110018178	0	0	0	0.999787689607611	0.996825099171542	0.992952528677949	0	0	0	227683	Coq4	chr2
26569	5.3284402490145	-0.809511875038348	-0.790282441099975	0.0192294339383734	0	0	0	0.88027459713188	0.901353828891422	0.999988478498865	0	0	0	26569	Slc27a4	chr2
68205	4.99280914277192	-0.0953795215100328	-0.232566327081551	-0.137186805571518	0	0	0	0.999977364511068	0.999913265583985	0.999975417063808	0	0	0	68205	Urm1	chr2
70319	-0.900679762283693	-0.397295957700706	-1.67275050343185	-1.27545454573115	0	-1.46244848715807	-0.618939204976581	0.880344342205688	0.0902305604280246	0.276609811491531	0	0	0	70319	2600006K01Rik	NA
99151	3.20602150180802	0.737366719684387	0.146833922674823	-0.590532797009565	0	0	0	0.836945791331659	0.997335067528418	0.934488809110172	0	0	0	99151	Cercam	chr2
18286	5.9316000433032	0.868874492794333	0.660560604093193	-0.208313888701141	0	0	0	0.86423029593013	0.992724866774859	0.999975983394083	0	0	0	18286	Odf2	chr2
74412	6.30210145723115	-0.705378111420388	-1.14409029933726	-0.438712187916876	0	-0.990607621170259	0	0.962465808398892	0.174822607611512	0.998521165381236	0	0	0	74412	Gle1	chr2
20740	9.89972005187407	-0.157170219788451	-0.100829632103348	0.0563405876851029	0	0	0	0.999898340352904	0.999942941501485	0.99998472730317	0	0	0	20740	Sptan1	chr2
71820	3.97301479475037	0.494376781209392	0.00109385865974954	-0.493282922549642	0	0	0	0.994937045217306	0.999999143133346	0.995919356554501	0	0	0	71820	Dync2i2	chr2
56086	6.61576728374413	1.05230091920139	0.815008650480635	-0.237292268720751	0.356727027791825	0	0	0.365061222908581	0.879725799333437	0.99979998346928	0	0	0	56086	Set	chr2
263803	2.12016767469545	1.16315418718235	0.34711817482252	-0.816036012359826	0.811659154252974	0	0	0.219729724730182	0.996494867409731	0.811937507476769	0	0	0	263803	Pkn3	chr2
66220	1.37149279300655	0.0593198949170344	-1.28309332640734	-1.34241322132437	0	-1.00919811130743	-1.21136628725202	0.996638204748004	0.170594279651529	0.129433496899565	0	0	0	66220	Zdhhc12	chr2
227693	4.91707882231357	1.00320952347305	0.540478482636369	-0.462731040836676	0.020978132966792	0	0	0.491877651427454	0.992999135601538	0.99703067063138	0	0	0	227693	Zer1	chr2
70296	4.29284533040561	-1.15422625784598	-1.38038711549486	-0.226160857648878	-1.03472425685079	-2.59300211376802	0	0.164881804402687	0.0154006126451424	0.99981281929352	0	0	0	70296	Tbc1d13	chr2
13804	1.40297018175367	0.1527557781767	0.197806180330331	0.0450504021536307	0	0	0	0.996933336776756	0.996076263347499	0.999286771844286	0	0	0	13804	Endog	chr2
227695	3.81813966493112	-0.151408465695005	-0.284399478549481	-0.132991012854476	0	0	0	0.999728052018092	0.99922148298719	0.999836074010204	0	0	0	227695	Spout1	chr2
70266	4.84939563578514	-1.76073315423222	-1.85698905649845	-0.0962559022662379	-6.26525481086408	-7.10840881115517	0	9.99467751063067e-05	4.04281998433197e-05	0.999990125991203	-1	-1	0	70266	Kyat1	chr2
67350	-1.55532689439764	0.235066891224577	0.0575182543466197	-0.177548636877958	0	0	0	0.950171485363424	0.989865246681266	0.966613573718498	0	0	0	67350	1700084E18Rik	chr2
241296	6.48700625595475	0.00296536125561708	0.57540070967999	0.572435348424373	0	0	0	0.999973838004864	0.95962369170902	0.96902259350886	0	0	0	241296	Lrrc8a	chr2
227696	3.3905641565926	-0.751875150511591	-0.689636242567893	0.0622389079436974	0	0	0	0.823812620143791	0.876670175636239	0.999020592288492	0	0	0	227696	Phyhd1	chr2
227697	3.00669815880021	-0.14465278860226	-0.0546557447975142	0.0899970438047459	0	0	0	0.999799337602266	0.999944238780893	0.999912701854729	0	0	0	227697	Dolk	chr2
227699	6.35321873995001	0.625943190085366	0.458377512489303	-0.167565677596063	0	0	0	0.993791417862655	0.999219871247677	0.999977191533306	0	0	0	227699	Nup188	chr2
227700	5.58206822791419	0.00280398182029185	-0.992720377690856	-0.995524359511148	0	0	0	0.999992922088218	0.516465555968059	0.510626291588461	0	0	0	227700	Sh3glb2	chr2
108958	4.47915640452187	0.959525726715841	0.0480293378869696	-0.911496388828871	0	0	0	0.575994827983544	0.999763036611104	0.668751480626734	0	0	0	108958	Miga2	chr2
57170	3.11784182984429	0.104944996734322	-0.491387141683395	-0.596332138417717	0	0	0	0.99864520358879	0.978522904745881	0.953185774174247	0	0	0	57170	Dolpp1	chr2
12908	4.59277389859479	-0.399179626744639	-0.716242110517806	-0.317062483773167	0	0	0	0.99728086421344	0.945408142012159	0.999118200803309	0	0	0	12908	Crat	chr2
100862338	-3.03340978308646	-2.37933736382041	-2.89212267767226	-0.512785313851854	-2.37715298575822	-3.35781269877203	0	0.021872607221111	0.00471665294353293	0.838837862220837	0	-1	0	100862338	NA	NA
110854	6.83302390500413	0.642668302652318	0.0981887087883768	-0.544479593863941	0	0	0	0.985714798276711	0.999949267271801	0.996953298685469	0	0	0	110854	Ptpa	chr2
72500	4.19945833642654	0.679610191393318	0.991666008711406	0.312055817318088	0	0	0	0.826037376599506	0.510105082037081	0.970408130714823	0	0	0	72500	Ier5l	chr2
78617	-2.47564221351381	-2.63128645566584	-1.63945206184108	0.991834393824762	-2.5284812898552	-0.950181554995777	0	0.0172724834138304	0.186337826711445	0.509297780361468	0	0	0	78617	Cstad	chr2
73598	1.39140081385893	-1.27048839089226	-1.82921388016858	-0.558725489276323	-1.22588351964532	-3.91644013334464	0	0.126807622059756	0.00203235576305123	0.974749049746926	0	-1	0	73598	1700001O22Rik	chr2
66617	4.40511818137252	0.780212942439536	0.402164230762715	-0.378048711676821	0	0	0	0.927210568195229	0.999135188271461	0.999315678799264	0	0	0	66617	Ntmt1	chr2
72323	5.04851586345875	-0.351478003801774	0.0156945741532084	0.367172577954983	0	0	0	0.995276517352394	0.999921445607178	0.995747821447864	0	0	0	72323	Asb6	chr2
20204	-0.723933984636415	-0.465826047488982	0.271459981567742	0.737286029056724	0	0	0	0.943625006225586	0.978811997003949	0.797014516901101	0	0	0	20204	Prrx2	chr2
64292	7.92732080235216	-3.61429195414779	-2.35433654429433	1.25995540985346	-10.1017481768442	-5.31720656001637	1.06048992177774	2.85833480642376e-06	0.000307499672540474	0.159285594666731	-1	-1	0	64292	Ptges	chr2
30934	5.86535868217161	-0.071873391760545	-0.233845676957638	-0.161972285197093	0	0	0	0.999991676612759	0.999951658127379	0.999984745724698	0	0	0	30934	Tor1b	chr2
30931	4.03642820008572	-0.0291350499696073	-0.0484965706288465	-0.0193615206592392	0	0	0	0.999929420580251	0.99989233142742	0.99996337670027	0	0	0	30931	Tor1a	chr2
227707	4.34690703255293	-0.0961364811433398	-0.432764839174978	-0.336628358031638	0	0	0	0.999964747944391	0.999108816484752	0.999730564043936	0	0	0	227707	BC005624	chr2
74270	4.64992482108749	-1.03711826892424	-1.02883412538099	0.0082841435432508	-0.313347188395997	-0.245379746030595	0	0.380841542571864	0.40603594759572	0.999999197722799	0	0	0	74270	Usp20	chr2
14269	6.01046993393988	-0.0483412862904347	0.841271300572263	0.889612586862698	0	0	0	0.999944551231592	0.832186145901757	0.765430381359327	0	0	0	14269	Fnbp1	chr2
320973	-0.819606066729225	0.176856033175714	-0.268222019533924	-0.445078052709638	0	0	0	0.976008580804168	0.963759519576124	0.916419155661294	0	0	0	320973	D330023K18Rik	chr2
277463	5.73611542000801	-0.0965400477869141	-0.458911791233776	-0.362371743446862	0	0	0	0.999970769377461	0.998859638011789	0.999720196907956	0	0	0	277463	Gpr107	chr2
14299	3.64185247346667	1.88209470738558	1.81307801884241	-0.0690166885431664	1.90530173459494	1.78964005086949	0	0.0458943872236633	0.0549288158364971	0.984465027321405	0	0	0	14299	Ncs1	chr2
665700	2.62752774431644	-0.0735437989146193	0.957012075131961	1.03055587404658	0	0	0.0633131436003476	0.983122696629112	0.535723694154894	0.476842037576123	0	0	0	665700	Hmcn2	chr2
11898	-0.127406687274706	-1.29389734408053	0.502669730086144	1.79656707416668	-1.03133151784268	0	2.73384220474284	0.16564653693735	0.926681209304113	0.0123242974813405	0	0	0	11898	Ass1	chr2
320267	6.00197632324026	-0.159015714567587	-0.146488927589238	0.0125267869783485	0	0	0	0.999967919904157	0.99997215332104	0.999998879562644	0	0	0	320267	Fubp3	chr2
227715	4.5248901986241	0.259724951924983	0.394720774541615	0.134995822616633	0	0	0	0.998372113953087	0.995208744872026	0.999550711018637	0	0	0	227715	Exosc2	chr2
11350	7.50631677980495	-0.142973678600785	0.355318086279663	0.498291764880448	0	0	0	0.999846725481803	0.998911047698071	0.997156811040258	0	0	0	11350	Abl1	chr2
227717	-0.270532767774813	-0.535737175074954	0.304212302155798	0.839949477230753	0	0	0	0.878507716735906	0.950781128874204	0.661638762389116	0	0	0	227717	Qrfp	chr2
98970	-3.69132363943917	3.0313990919253	4.51396665291642	1.48256756099111	3.40185112786889	5.68795136698009	0.728980332369842	0.00442313467363549	0.000202583163694687	0.245544723494704	1	1	0	98970	Fibcd1	chr2
23928	0.899407938209343	3.24852613537754	4.48312211323426	1.23459597785672	3.41950188472259	5.074921180129	0.312834460633183	0.00432943319424229	0.000434357836066617	0.389396750441938	1	1	0	23928	Lamc3	chr2
108897	3.86535050373809	2.41191408441509	0.672664724410788	-1.7392493600043	5.22351470374658	0	-2.81411636593163	0.000345949174284089	0.900410266081368	0.0108559005419914	1	0	0	108897	Aif1l	chr2
227720	6.17175175939878	-0.0753993334961036	-0.0127948802851687	0.0626044532109349	0	0	0	0.999954153221229	0.99999275997509	0.999976987115289	0	0	0	227720	Nup214	chr2
100504305	0.897424036847375	-1.15626217988342	-0.655822945629516	0.500439234253907	-0.469884775074831	0	0	0.325296507771438	0.834436653132602	0.928676424167535	0	0	0	100504305	Gm16534	NA
227721	-1.28658983492969	-2.48977611238021	-1.41919197101426	1.07058414136596	-3.88331992500473	-1.05373506697017	0.207490400974263	0.00213858300572551	0.16085713661806	0.420415485048086	-1	0	0	227721	Plpp7	chr2
227723	8.71870244517063	0.0429589072287051	-0.103371768414126	-0.146330675642831	0	0	0	0.999982258922471	0.999949977858652	0.999958755010345	0	0	0	227723	Prrc2b	chr2
99011	4.37520820400222	-0.14538386706843	-0.493176922586649	-0.347793055518219	0	0	0	0.999280138612916	0.988280105528282	0.997109128097912	0	0	0	99011	Pomt1	chr2
22245	4.21846838057644	-0.827899016724693	-1.20248311445854	-0.374584097733844	0	-1.56070304091733	0	0.885082288571777	0.0777746522941378	0.99960827925929	0	0	0	22245	Uck1	chr2
72931	6.15190831498929	0.569934596353097	-0.119863559914038	-0.689798156267135	0	0	0	0.991571628402113	0.99990399627071	0.975367440574587	0	0	0	72931	Swi5	chr2
99412	6.77688768371704	-0.737333849223445	-0.897931242568978	-0.160597393345533	0	0	0	0.973872092846025	0.797014518036623	0.999980085599566	0	0	0	99412	Golga2	chr2
13429	3.52833096939402	-1.79791193798709	-2.00182148586648	-0.20390954787939	-3.41539993921457	-4.3688591741863	0	0.00427629420870789	0.00107021494310035	0.998153621225238	-1	-1	0	13429	Dnm1	chr2
68379	6.17760503832489	-0.086171477701642	-0.0891011179010928	-0.00292964019945074	0	0	0	0.999962846778985	0.999961597157296	0.999999300114825	0	0	0	68379	Ciz1	chr2
73737	4.96494254667487	0.4383267326075	0.310827159248802	-0.127499573358698	0	0	0	0.996507149117856	0.999014287149506	0.999844123039783	0	0	0	73737	Bbln	chr2
16819	10.6480984015696	-2.81677705560758	-0.309696983149795	2.50708007245779	-5.21625582330372	0	4.67530768892451	0.000350135214265407	0.966195772017353	0.000706250676556162	-1	0	1	16819	Lcn2	chr2
96979	4.49247298315876	-0.27228476112766	0.110897167019369	0.383181928147029	0	0	0	0.999362578848152	0.999859062997948	0.998574832857148	0	0	0	96979	Ptges2	chr2
227731	8.16630647859949	-1.24911674590346	-0.52821643426883	0.720900311634628	-0.918768451367586	0	0	0.1919763236047	0.941967629917132	0.850857426752562	0	0	0	227731	Slc25a25	chr2
71254	2.45973903747177	-0.783415660564708	-0.70267935965796	0.0807363009067488	0	0	0	0.830555806326314	0.902759955466202	0.99949402989894	0	0	0	71254	Naif1	chr2
98952	7.86412049920136	-0.163584889724759	-0.250306113679442	-0.0867212239546831	0	0	0	0.999972341595967	0.999932054658434	0.99999368508989	0	0	0	98952	Eeig1	chr2
13481	4.50119602844287	0.377722805949324	-0.0625613502531559	-0.44028415620248	0	0	0	0.998632338140542	0.9999550602972	0.998054134998979	0	0	0	13481	Dpm2	chr2
227733	-0.449529479957358	1.37947794852444	3.05808834832022	1.67861039979578	0.702188673269079	3.40389222998373	1.09992647928692	0.251829233557544	0.00441215145316455	0.152105029769308	0	1	0	227733	Pip5kl1	chr2
20448	4.95220392423431	-1.14004770821652	1.53646359911785	2.67651130733436	-0.338810646818484	1.18780784273216	3.92075866891276	0.37191397601042	0.133971779766991	0.00202915007218268	0	0	0	20448	St6galnac4	chr2
50935	4.79954052781858	-2.44839272806633	0.712654478361212	3.16104720642754	-5.58030238428694	0	8.24464328858933	0.000222571382428827	0.831774939713362	1.35269679513059e-05	-1	0	1	50935	St6galnac6	chr2
11636	5.51225187615991	4.16923263483112	3.10846191046336	-1.06077072436775	10.0061561417976	7.12733478759301	-0.201550667529808	3.10726832917974e-06	3.98747036192913e-05	0.422593810207651	1	1	0	11636	Ak1	chr2
13805	5.03019406940622	1.70946941387132	-0.0546190065868259	-1.76408842045815	2.3239743739043	0	-2.63649168737069	0.0236305453475347	0.997957360154535	0.0143780548001229	0	0	0	13805	Eng	chr2
14287	5.28680245977693	0.427722154002876	-0.0930072731364504	-0.520729427139327	0	0	0	0.98554388484919	0.999140161320606	0.976469149462365	0	0	0	14287	Fpgs	chr2
107951	6.07786845498556	-0.690392474212667	-0.334145551466224	0.356246922746442	0	0	0	0.980494050589568	0.999669792540066	0.999734728493997	0	0	0	107951	Cdk9	chr2
27387	1.29779995399077	-0.278297970482469	-0.868751211408231	-0.590453240925763	0	0	0	0.994828374443496	0.726177048961762	0.960561353421701	0	0	0	27387	Sh2d3c	chr2
30933	4.53523495664188	-0.525751611761095	-1.05108956408059	-0.525337952319499	0	-0.374483720165653	0	0.995532241121631	0.358677164910984	0.997006630849066	0	0	0	30933	Tor2a	chr2
338348	-0.632561017573461	0.825357836576013	0.587735454540734	-0.237622382035279	0	0	0	0.665802837109626	0.84705347410661	0.962648132580998	0	0	0	338348	Ttc16	chr2
329384	2.27130256504402	0.496190842377517	0.0797034968253172	-0.4164873455522	0	0	0	0.983411698049468	0.999658477971866	0.992275514889895	0	0	0	329384	Ptrh1	chr2
227736	1.57893982531426	0.0546177064294906	-0.124730271516931	-0.179347977946422	0	0	0	0.999315594929378	0.998564935697039	0.99773009680396	0	0	0	227736	Cfap157	chr2
20910	5.06318058253892	-0.641215753530189	-0.531115386883546	0.110100366646643	0	0	0	0.981691587721482	0.994594418857645	0.999940558247334	0	0	0	20910	Stxbp1	chr2
227737	8.78518071915296	-0.945824437959782	-0.717835836396416	0.227988601563366	0	0	0	0.652719664816558	0.966969557017225	0.999898904675132	0	0	0	227737	Niban2	chr2
227738	3.78638295379863	-0.600009582140359	-0.856307776649508	-0.256298194509148	0	0	0	0.965593911059361	0.768525607108154	0.998635419174809	0	0	0	227738	Lrsam1	chr2
269261	4.84081984427621	-0.389521471696867	0.15925913415712	0.548780605853986	0	0	0	0.999288313807805	0.999920984380287	0.996825805042907	0	0	0	269261	Rpl12	chr2
104367	2.24812544007559	0.365746501619402	0.829411884732397	0.463665383112994	0	0	0	0.981502246627264	0.737172894586845	0.964800252570825	0	0	0	104367	Snora65	chr2
56017	3.57230194805365	-0.325884238941132	-0.400845356680791	-0.074961117739659	0	0	0	0.997369109385729	0.995531453602266	0.999817911392511	0	0	0	56017	Slc2a8	chr2
99326	4.42661533593629	-2.53147413935575	-1.1315856530798	1.39988848627595	-7.27694530109394	-0.609092555579721	2.09921376383996	3.41063729774539e-05	0.279317478257883	0.0337488593600009	-1	0	0	99326	Garnl3	chr2
241308	1.886458914717	-3.33992078758414	-3.39745806095489	-0.0575372733707522	-10.408923590756	-10.7661769737917	0	2.25391412783013e-06	1.73068364227561e-06	0.999863690028584	-1	-1	0	241308	Ralgps1	chr2
26360	3.87956318929426	3.63094847260489	4.76872020425043	1.13777173164554	5.95164504030449	8.1466577512493	0.28827226541095	0.000145150055358123	1.52538553570434e-05	0.39100084177767	1	1	0	26360	Angptl2	chr2
241311	4.21069757536861	-1.35013949962836	-0.417831742687889	0.932307756940467	-1.42752044623953	0	0	0.094830588223121	0.976106986989367	0.610324784908424	0	0	0	241311	Zbtb34	chr2
71834	6.23769788507503	-1.13244907703101	-1.42351632013354	-0.291067243102534	-0.766303348090907	-2.44422882082691	0	0.232278369129496	0.0195094723146945	0.998980387856655	0	0	0	71834	Zbtb43	chr2
16917	4.493174070737	0.971956458839077	-0.175058296510946	-1.14701475535002	0	0	-0.84935563922486	0.559257003726384	0.999478268290044	0.209655785071909	0	0	0	16917	Lmx1b	chr2
100504399	6.19373455373463	0.113107141813138	-1.17398041637255	-1.28708755818569	0	-1.1367757892067	-1.98799252723997	0.999855087826414	0.143563049550595	0.0402204369070944	0	0	0	100504399	C130021I20Rik	chr2
72543	5.13682890657138	1.74654852388012	2.30294806627335	0.556399542393231	3.48579491541285	6.00382991838301	0	0.00384406350085393	0.000134732843610951	0.966670867375518	1	1	0	72543	Mvb12b	chr2
18516	2.17537144096065	2.91851507079026	3.51266568368322	0.594150612892958	10.2990227842519	13.1604621147804	0	2.43986570660612e-06	3.51266817291805e-07	0.958424072822381	1	1	0	18516	Pbx3	chr2
227743	5.59271767094995	0.490826333647834	0.340376882290979	-0.150449451356855	0	0	0	0.996503797154079	0.999263576886676	0.999911013770544	0	0	0	227743	Mapkap1	chr2
66691	7.12666663139474	-0.590500229575282	-0.400572175172253	0.189928054403029	0	0	0	0.995825684844015	0.999550550005074	0.999968692208776	0	0	0	66691	Gapvd1	chr2
14828	10.6372257172658	-0.0943266166512888	0.639373442994589	0.733700059645878	0	0	0	0.99963669432592	0.958910664113425	0.926730349756573	0	0	0	14828	Hspa5	chr2
227746	3.87043505830681	1.52038384566827	0.628366540447383	-0.892017305220882	3.6010090836272	0	0	0.00323322913701134	0.988697765383624	0.767686589356538	1	0	0	227746	Rabepk	chr2
30050	5.83383620164093	0.0331203152524306	-0.0226215091156972	-0.0557418243681278	0	0	0	0.999994616617403	0.999996466487616	0.999994206455243	0	0	0	30050	Fbxw2	chr2
66998	4.65847960117557	0.199349532059091	-0.271299786054279	-0.470649318113369	0	0	0	0.999447812594157	0.999136937123942	0.995334932717331	0	0	0	66998	Psmd5	chr2
77996	3.04733440041424	-2.78301884453774	-4.26969100286365	-1.48667215832591	-6.94580740383651	-13.2183901616383	-2.5114437731191	4.79732562204579e-05	3.43172702260637e-07	0.0175316824573693	-1	-1	0	77996	Cutal	chr2
74016	1.31645111215856	2.40197775607096	2.0285976098681	-0.373380146202862	3.20079595257522	2.4939948283724	0	0.00595801818290575	0.0180563331713884	0.904894338174737	1	0	0	74016	Phf19	chr2
22029	2.70884873149945	-2.24769700562788	-1.66192253507659	0.585774470551284	-5.37072951409049	-2.81428092400066	0	0.000287578918101547	0.0108520372300074	0.96326840861068	-1	-1	0	22029	Traf1	chr2
15139	1.98057007492907	-2.87763889551429	-4.22936489794571	-1.35172600243142	-2.91118523313349	-5.18426344016417	-0.74068850511238	0.00945044563237197	0.000374767150509649	0.240059865330109	-1	-1	0	15139	Hc	chr2
98870	-1.06308969313505	-0.896859996390005	-1.90364718751514	-1.00678719112513	0	-2.60781110868516	-0.0213468871463441	0.607930278440219	0.0150546565536427	0.491829407387552	0	0	0	98870	AI182371	chr2
26920	5.93082901775371	0.0788283267887797	-0.0607125867536373	-0.139540913542417	0	0	0	0.999372250470909	0.999541139641583	0.999153897299968	0	0	0	26920	Cntrl	chr2
68365	7.29106390727774	-0.434664083846962	-0.45859818498706	-0.0239341011400978	0	0	0	0.997309339255234	0.99652974058578	0.999985554023258	0	0	0	68365	Rab14	chr2
